EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,StockOptions,StillEmployed,YearsAtCompany_Calculated,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,California,Asian or Asian American,Doctorate,Marketing ,Manager,Married,432191,No,9,1,8,0,Yes,Yes,11.6,PR5399,10/24/2021,Neutral,Neutral,Satisfied,2,3,Neutral,Good,Fair
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,California,Asian or Asian American,Doctorate,Marketing ,Manager,Married,432191,No,9,1,8,0,Yes,Yes,11.6,PR6515,10/24/2022,Satisfied,Slightly Satisfied,Dissatisfied,3,3,Neutral,Good,Fair
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR1289,10/25/2016,Very Satisfied,Very Satisfied,Satisfied,1,0,Slightly Unbalanced,Very Good,Very Good
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR1900,10/25/2017,Very Satisfied,Neutral,Satisfied,3,2,Slightly Balanced,Excellent,Very Good
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR2608,10/25/2018,Satisfied,Satisfied,Neutral,1,1,Slightly Balanced,Very Good,Very Good
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR3424,10/25/2019,Neutral,Satisfied,Very Satisfied,3,0,Slightly Balanced,Good,Good
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR4364,10/24/2020,Neutral,Satisfied,Slightly Satisfied,3,0,Neutral,Very Good,Good
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR5400,10/24/2021,Satisfied,Slightly Satisfied,Very Satisfied,1,2,Slightly Balanced,Good,Fair
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,California,White,Less than High School,Technical Degree,Sales Representative,Married,70535,No,9,3,8,5,Yes,Yes,11.6,PR6516,10/24/2022,Slightly Satisfied,Dissatisfied,Dissatisfied,3,3,Unbalanced,Very Good,Good
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR1106,5/12/2016,Neutral,Slightly Satisfied,Very Satisfied,2,0,Slightly Balanced,Good,Fair
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR1661,5/12/2017,Very Satisfied,Satisfied,Neutral,1,3,Very Balanced,Good,Fair
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR2320,5/12/2018,Very Satisfied,Slightly Satisfied,Satisfied,2,1,Slightly Balanced,Excellent,Excellent
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR3077,5/12/2019,Very Satisfied,Satisfied,Satisfied,3,1,Very Balanced,Excellent,Excellent
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR3961,5/11/2020,Very Satisfied,Very Satisfied,Satisfied,2,3,Slightly Balanced,Very Good,Good
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR4957,5/11/2021,Satisfied,Very Satisfied,Very Satisfied,3,0,Very Balanced,Excellent,Very Good
A690-3D5D,Lynea,Ashurst,Female,35,Some Travel,Technology,Newyork City,Mixed or multiple ethnic groups,Bachelor's Degree,Information Systems,Senior Software Engineer,Divorced,253952,Yes,9,9,9,4,Yes,Yes,11.6,PR6038,5/11/2022,Satisfied,Neutral,Slightly Satisfied,2,1,Slightly Balanced,Good,Fair
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR1066,4/22/2016,Satisfied,Very Satisfied,Satisfied,2,0,Slightly Unbalanced,Good,Fair
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR1619,4/22/2017,Satisfied,Slightly Satisfied,Neutral,2,1,Slightly Balanced,Very Good,Good
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR2274,4/22/2018,Neutral,Satisfied,Slightly Satisfied,3,3,Slightly Balanced,Very Good,Very Good
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR3020,4/22/2019,Neutral,Satisfied,Neutral,2,1,Slightly Balanced,Excellent,Very Good
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR3898,4/21/2020,Neutral,Slightly Satisfied,Slightly Satisfied,1,0,Neutral,Good,Good
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR4890,4/21/2021,Satisfied,Slightly Satisfied,Slightly Satisfied,2,0,Slightly Balanced,Excellent,Very Good
7335-4656,Cristy,Dumbarton,Female,45,Some Travel,Technology,California,White,High School,Computer Science,Machine Learning Engineer,Divorced,223124,No,9,2,3,2,Yes,Yes,11.6,PR5969,4/21/2022,Neutral,Satisfied,Very Satisfied,1,0,Very Balanced,Very Good,Good
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR1080,5/1/2016,Very Satisfied,Slightly Satisfied,Very Satisfied,3,1,Neutral,Good,Fair
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR121,5/2/2013,Neutral,Very Satisfied,Very Satisfied,2,0,Slightly Unbalanced,Excellent,Excellent
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR1634,5/1/2017,Very Satisfied,Neutral,Very Satisfied,3,3,Neutral,Excellent,Excellent
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR2293,5/1/2018,Satisfied,Neutral,Satisfied,2,0,Slightly Balanced,Excellent,Very Good
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR3046,5/1/2019,Very Satisfied,Very Satisfied,Neutral,1,0,Slightly Balanced,Excellent,Very Good
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR312,5/2/2014,Satisfied,Very Satisfied,Slightly Satisfied,3,3,Very Balanced,Good,Fair
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR3929,4/30/2020,Satisfied,Slightly Satisfied,Neutral,1,1,Neutral,Good,Fair
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR4924,4/30/2021,Satisfied,Neutral,Slightly Satisfied,3,1,Slightly Balanced,Good,Good
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR6004,4/30/2022,Very Satisfied,Very Satisfied,Slightly Satisfied,3,1,Slightly Balanced,Excellent,Very Good
327B-F6D3,Codee,Jean,Female,37,Some Travel,Technology,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,No,8,3,5,6,Yes,No,11.6,PR639,5/2/2015,Neutral,Very Satisfied,Satisfied,2,2,Neutral,Excellent,Very Good
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR1206,7/20/2016,Very Satisfied,Satisfied,Satisfied,2,1,Very Balanced,Very Good,Very Good
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR1787,7/20/2017,Satisfied,Satisfied,Dissatisfied,3,0,Slightly Balanced,Good,Good
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR2461,7/20/2018,Satisfied,Neutral,Neutral,1,1,Slightly Unbalanced,Good,Fair
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR3244,7/20/2019,Neutral,Satisfied,Very Satisfied,3,2,Slightly Balanced,Excellent,Excellent
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR4152,7/19/2020,Satisfied,Satisfied,Satisfied,2,0,Neutral,Good,Fair
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR5166,7/19/2021,Neutral,Satisfied,Slightly Satisfied,1,1,Slightly Unbalanced,Good,Good
AA87-13D8,Rita,Chrismas,Female,32,Frequent Traveller,Technology,California,White,High School,Information Systems,Data Scientist,Married,44388,No,9,8,9,8,Yes,Yes,11.5,PR6268,7/19/2022,Satisfied,Neutral,Neutral,1,2,Neutral,Excellent,Very Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR1538,3/13/2017,Dissatisfied,Satisfied,Neutral,3,3,Neutral,Very Good,Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR2182,3/13/2018,Very Satisfied,Slightly Satisfied,Slightly Satisfied,3,2,Very Balanced,Excellent,Excellent
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR2919,3/13/2019,Satisfied,Very Satisfied,Satisfied,3,1,Slightly Unbalanced,Good,Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR3779,3/12/2020,Satisfied,Slightly Satisfied,Neutral,3,0,Slightly Unbalanced,Very Good,Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR4761,3/12/2021,Neutral,Slightly Satisfied,Satisfied,3,2,Slightly Unbalanced,Very Good,Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR5830,3/12/2022,Very Satisfied,Satisfied,Slightly Satisfied,2,2,Slightly Unbalanced,Very Good,Good
56A5-271B,Chadwick,Buist,Non-Binary,33,Some Travel,Technology,California,White,Master's Degree,Other,Senior Software Engineer,Married,108095,Yes,9,8,9,9,No,Yes,11.5,PR993,3/13/2016,Satisfied,Slightly Satisfied,Slightly Satisfied,1,1,Slightly Balanced,Very Good,Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR1000,3/16/2016,Satisfied,Satisfied,Slightly Satisfied,2,2,Slightly Balanced,Excellent,Excellent
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR1546,3/16/2017,Neutral,Slightly Satisfied,Slightly Satisfied,3,2,Slightly Balanced,Good,Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR2191,3/16/2018,Neutral,Slightly Satisfied,Slightly Satisfied,3,2,Slightly Unbalanced,Very Good,Very Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR253,3/17/2014,Neutral,Slightly Satisfied,Slightly Satisfied,3,1,Very Balanced,Very Good,Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR2929,3/16/2019,Neutral,Satisfied,Satisfied,3,1,Neutral,Excellent,Excellent
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR3789,3/15/2020,Satisfied,Slightly Satisfied,Slightly Satisfied,2,0,Very Balanced,Good,Fair
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR4771,3/15/2021,Neutral,Neutral,Neutral,1,1,Neutral,Very Good,Very Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR567,3/17/2015,Satisfied,Satisfied,Satisfied,2,1,Slightly Unbalanced,Excellent,Excellent
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR5840,3/15/2022,Slightly Satisfied,Satisfied,Neutral,3,0,Slightly Unbalanced,Very Good,Very Good
528C-3E0D,Giffer,Raspin,Male,30,Some Travel,Technology,California,Native Hawaiian ,Less than High School,Information Systems,Data Scientist,Married,42045,Yes,6,0,3,3,No,No,11.5,PR82,3/17/2013,Satisfied,Slightly Satisfied,Very Satisfied,1,0,Neutral,Good,Fair
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR1216,8/1/2016,Very Satisfied,Slightly Satisfied,Neutral,1,1,Very Balanced,Very Good,Very Good
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR1804,8/1/2017,Neutral,Very Satisfied,Satisfied,1,1,Neutral,Good,Fair
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR2483,8/1/2018,Satisfied,Very Satisfied,Slightly Satisfied,3,2,Neutral,Excellent,Excellent
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR3273,8/1/2019,Very Satisfied,Slightly Satisfied,Satisfied,2,3,Neutral,Excellent,Very Good
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR4181,7/31/2020,Satisfied,Slightly Satisfied,Satisfied,3,0,Slightly Balanced,Good,Fair
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR5197,7/31/2021,Very Satisfied,Neutral,Neutral,2,3,Slightly Balanced,Excellent,Very Good
7A8C-2DD3,Harley,Dootson,Female,30,Some Travel,Sales,California,White,Bachelor's Degree,Other,Sales Executive,Single,160352,No,9,0,5,4,No,Yes,11.5,PR6301,7/31/2022,Satisfied,Slightly Satisfied,Slightly Satisfied,2,0,Very Balanced,Excellent,Very Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR1337,12/2/2016,Satisfied,Satisfied,Neutral,1,0,Very Balanced,Excellent,Very Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR1963,12/2/2017,Neutral,Slightly Satisfied,Very Satisfied,2,0,Slightly Unbalanced,Very Good,Very Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR2677,12/2/2018,Neutral,Slightly Satisfied,Satisfied,2,0,Neutral,Very Good,Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR3505,12/2/2019,Neutral,Very Satisfied,Slightly Satisfied,2,2,Very Balanced,Good,Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR4454,12/1/2020,Satisfied,Neutral,Neutral,1,1,Slightly Balanced,Good,Fair
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR5501,12/1/2021,Satisfied,Neutral,Very Satisfied,1,1,Neutral,Excellent,Very Good
4886-62DF,Gabey,Trethowan,Female,48,Some Travel,Technology,Illinois,White,Bachelor's Degree,Other,Senior Software Engineer,Single,207456,No,9,2,6,4,No,Yes,11.5,PR6625,12/1/2022,Neutral,Slightly Satisfied,Neutral,3,1,Neutral,Good,Good
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR1145,6/1/2016,Neutral,Slightly Satisfied,Very Satisfied,2,0,Neutral,Excellent,Excellent
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR1706,6/1/2017,Satisfied,Satisfied,Neutral,1,2,Slightly Balanced,Very Good,Good
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR2368,6/1/2018,Very Satisfied,Very Satisfied,Satisfied,1,0,Slightly Balanced,Very Good,Good
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR3135,6/1/2019,Satisfied,Slightly Satisfied,Slightly Satisfied,2,1,Slightly Balanced,Good,Fair
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR4026,5/31/2020,Satisfied,Neutral,Satisfied,1,1,Slightly Balanced,Very Good,Good
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR5028,5/31/2021,Neutral,Satisfied,Slightly Satisfied,1,2,Slightly Balanced,Excellent,Excellent
64BA-99F0,Kristina,Chanson,Female,43,Some Travel,Technology,California,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,309141,No,9,6,6,9,No,Yes,11.5,PR6114,5/31/2022,Satisfied,Satisfied,Very Satisfied,3,0,Very Balanced,Very Good,Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR1525,3/7/2017,Neutral,Slightly Satisfied,Neutral,1,2,Very Balanced,Excellent,Excellent
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR2168,3/7/2018,Satisfied,Neutral,Neutral,1,1,Slightly Unbalanced,Excellent,Very Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR242,3/8/2014,Satisfied,Slightly Satisfied,Neutral,1,1,Neutral,Excellent,Very Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR2905,3/7/2019,Neutral,Very Satisfied,Neutral,3,3,Slightly Balanced,Good,Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR3763,3/6/2020,Satisfied,Neutral,Neutral,2,2,Very Balanced,Very Good,Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR4743,3/6/2021,Neutral,Dissatisfied,Slightly Satisfied,2,1,Slightly Unbalanced,Good,Fair
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR551,3/8/2015,Satisfied,Slightly Satisfied,Slightly Satisfied,2,1,Slightly Unbalanced,Very Good,Very Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR5811,3/6/2022,Neutral,Satisfied,Very Satisfied,2,0,Very Balanced,Very Good,Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR75,3/8/2013,Neutral,Neutral,Very Satisfied,3,2,Slightly Balanced,Good,Good
7EE7-2C43,Tobye,Dietmar,Female,29,Some Travel,Technology,Newyork City,Black or African American,Master's Degree,Computer Science,Data Scientist,Single,48321,Yes,7,2,3,2,No,No,11.5,PR980,3/7/2016,Very Satisfied,Neutral,Slightly Satisfied,3,0,Slightly Unbalanced,Good,Good
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR1268,9/29/2016,Very Satisfied,Satisfied,Very Satisfied,2,2,Neutral,Excellent,Excellent
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR1868,9/29/2017,Neutral,Very Satisfied,Very Satisfied,3,0,Neutral,Excellent,Excellent
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR2567,9/29/2018,Very Satisfied,Very Satisfied,Satisfied,3,0,Slightly Unbalanced,Good,Fair
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR3377,9/29/2019,Neutral,Slightly Satisfied,Very Satisfied,1,1,Slightly Unbalanced,Excellent,Very Good
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR4313,9/28/2020,Neutral,Slightly Satisfied,Neutral,1,0,Slightly Unbalanced,Good,Fair
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR5345,9/28/2021,Very Satisfied,Neutral,Neutral,2,2,Slightly Unbalanced,Very Good,Good
B990-35DA,Appolonia,Francis,Female,47,Some Travel,Technology,California,White,Bachelor's Degree,Information Systems,Data Scientist,Married,116165,No,9,0,7,8,Yes,Yes,11.5,PR6452,9/28/2022,Neutral,Very Satisfied,Satisfied,3,0,Slightly Unbalanced,Excellent,Very Good
